,causes_type,sample_index,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature60,feature20_distance,featureY_mean,featureX_mean,featureY_min,featureX_min,Date & Time
61132,unknown,963,736.68,18.63,4.0,0.0,0.0,0.0,1574.0,0.0,13.09,382950.0,243.0,1574.0,12.82,4.0,23.75,-66.75,-81.5,133.99934603769023,-80.266875,14.165,-92.5,5.63,2020-08-28 23:00:30
61133,unknown,963,705.23,16.27,4.0,0.0,0.0,0.0,1563.0,0.0,9.21,387563.0,248.0,1564.0,12.1,4.0,23.5,-71.13,-84.0,122.57953295167846,-75.888125,15.301875,-83.5,7.31,2020-08-28 23:00:31
61134,unknown,963,687.46,21.87,3.07,0.0,0.0,1401.0,113.0,0.0,9.5,359609.0,238.0,1514.0,12.68,3.0,,,,107.87230220515988,-74.840625,18.368125,-86.13,7.31,2020-08-28 23:00:32
61135,unknown,963,766.86,22.38,3.0,0.0,0.0,1548.0,0.0,0.0,8.79,381787.0,247.0,1547.0,13.28,3.0,24.38,-70.13,-72.75,106.68758391066709,-73.98625,21.264375,-84.88,14.38,2020-08-28 23:00:33
61136,unknown,963,705.43,22.4,2.58,0.0,663.0,934.0,0.0,0.0,7.51,397346.0,249.0,1597.0,11.8,2.0,32.0,-62.25,-69.13,106.68758391066706,-74.614375,21.04375,-79.94,14.25,2020-08-28 23:00:34
61137,unknown,963,703.36,26.51,2.0,1.0,1550.0,0.0,0.0,0.0,5.48,386877.0,249.0,1551.0,11.12,2.0,21.5,-68.13,-73.13,106.68758391066709,-77.7675,17.234375,-87.5,6.81,2020-08-28 23:00:35
61138,unknown,963,729.09,24.2,2.41,0.0,937.0,650.0,0.0,0.0,6.3,395717.0,249.0,1587.0,12.0,3.0,31.25,-69.25,-85.0,109.5160110354133,-82.25125,17.696875,-90.19,10.88,2020-08-28 23:00:36
61139,unknown,963,682.87,20.95,3.0,0.0,0.0,1529.0,0.0,0.0,9.16,360123.0,236.0,1529.0,12.24,3.0,32.38,-66.25,-76.75,103.2809162438943,-83.13374999999999,13.7275,-93.06,-3.13,2020-08-28 23:00:37
61140,unknown,963,695.5,21.69,3.0,0.0,0.0,1560.0,0.0,0.0,9.04,375172.0,240.0,1560.0,12.12,3.0,26.25,-68.0,-78.5,109.5160110354133,-82.74,16.813125,-91.69,3.63,2020-08-28 23:00:38
61141,unknown,963,694.68,21.57,3.0,0.0,0.0,1522.0,0.0,0.0,10.32,374788.0,246.0,1522.0,12.3,3.0,28.13,-67.63,-86.75,95.50821720914897,-83.84875,12.924374999999998,-93.56,2.63,2020-08-28 23:00:39
61142,unknown,963,705.84,20.55,3.0,0.0,0.0,1577.0,0.0,0.0,10.09,391790.0,248.0,1577.0,11.62,3.0,26.88,-68.5,-89.13,119.75110582693227,-85.89125,13.255,-92.56,0.44,2020-08-28 23:00:40
61143,unknown,963,671.25,19.72,3.0,1.0,0.0,1561.0,0.0,0.0,9.02,388664.0,249.0,1563.0,10.98,3.0,,,,106.14107921805032,-82.7625,13.024375,-93.13,3.38,2020-08-28 23:00:41
61144,unknown,963,679.83,20.35,3.0,0.0,0.0,1556.0,0.0,0.0,8.22,385210.0,248.0,1556.0,10.98,3.0,23.88,-70.5,-82.25,106.14107921805034,-77.566875,12.243125,-83.75,1.44,2020-08-28 23:00:42
61145,unknown,963,710.71,20.76,3.0,0.0,0.0,1515.0,0.0,0.0,8.19,377299.0,249.0,1514.0,10.38,3.0,17.38,-72.38,-79.88,107.35218176897833,-86.90375,10.255624999999998,-91.63,0.0,2020-08-28 23:00:43
61146,unknown,963,691.64,20.82,3.0,0.0,0.0,1578.0,0.0,0.0,10.39,392485.0,249.0,1578.0,10.42,3.0,21.5,-77.25,-78.0,95.50821720914897,-83.224375,11.981875,-93.31,-0.63,2020-08-28 23:00:44
61147,unknown,963,679.68,20.7,3.0,1.0,0.0,1541.0,0.0,0.0,9.79,382625.0,248.0,1542.0,11.26,3.0,22.75,-70.63,-82.88,95.78478804830372,-78.305,14.136875,-90.88,1.38,2020-08-28 23:00:45
61148,unknown,963,746.78,22.81,3.0,0.0,0.0,1560.0,0.0,0.0,11.97,387748.0,248.0,1561.0,14.22,3.0,21.88,-68.38,-77.63,106.84830996456888,-82.57187499999999,14.825625,-93.06,5.19,2020-08-28 23:00:46
61149,unknown,963,734.16,21.04,3.0,0.0,0.0,1522.0,0.0,0.0,8.02,380315.0,250.0,1522.0,11.9,3.0,23.0,-69.13,-86.5,114.05941251549686,-84.10249999999999,13.09125,-96.94,1.31,2020-08-28 23:00:47
61150,unknown,963,721.08,21.66,3.0,0.0,0.0,1579.0,0.0,0.0,10.03,394163.0,250.0,1578.0,11.82,3.0,,,,98.52375464423214,-84.34062499999999,12.036875,-89.13,-0.13,2020-08-28 23:00:48
61151,unknown,963,702.01,20.76,3.0,0.0,0.0,1544.0,0.0,0.0,9.07,385761.0,250.0,1544.0,11.48,3.0,20.38,-79.5,-86.13,102.8483099645689,-86.25125,13.64625,-98.75,5.88,2020-08-28 23:00:49
61152,unknown,963,669.93,20.18,3.0,0.0,0.0,1557.0,0.0,0.0,10.93,388176.0,249.0,1557.0,11.22,3.0,23.0,-72.5,-82.5,107.87230220515988,-81.789375,11.660625,-89.94,-4.56,2020-08-28 23:00:50
61153,unknown,963,681.26,20.2,3.0,0.0,0.0,1540.0,0.0,0.0,9.12,383990.0,249.0,1541.0,11.18,3.0,21.38,-77.38,-80.13,114.05941251549687,-86.50562500000001,13.185,-98.25,0.38,2020-08-28 23:00:51
61154,unknown,963,647.11,20.5,3.0,1.0,0.0,1569.0,0.0,0.0,11.81,390713.0,249.0,1570.0,12.34,3.0,16.38,-81.75,-89.5,113.08340475608786,-86.794375,13.30625,-103.0,-1.94,2020-08-28 23:00:52
61155,unknown,963,652.67,19.11,3.0,0.0,0.0,1572.0,0.0,0.0,10.69,392309.0,250.0,1571.0,14.28,3.0,20.75,-83.38,-93.63,95.50821720914894,-87.125,10.74,-103.19,-2.5,2020-08-28 23:00:53
61156,unknown,963,573.82,17.09,3.0,0.0,0.0,1556.0,0.0,0.0,8.03,387924.0,249.0,1556.0,13.76,3.0,19.5,-82.0,-85.88,106.01988283982271,-89.5,8.754375,-98.5,-2.5,2020-08-28 23:00:54
61157,unknown,963,529.38,16.58,3.0,0.0,0.0,1551.0,0.0,0.0,9.8,387354.0,250.0,1551.0,13.44,3.0,,,,118.3444381601595,-92.05125,5.99875,-102.81,-4.81,2020-08-28 23:00:55
61362,unknown,971,551.3,19.63,3.0,1.0,0.0,1486.0,0.0,0.0,8.09,372989.0,251.0,1486.0,14.52,3.0,23.25,-68.88,-83.25,103.60547156423108,-82.445625,7.410625,-92.63,-8.25,2020-08-28 23:05:22
61363,unknown,971,542.9,19.44,3.0,1.0,0.0,1306.0,0.0,0.0,8.88,319578.0,245.0,1307.0,14.66,3.0,20.13,-71.5,-85.13,96.28865985271314,-82.22,9.52375,-93.75,-6.19,2020-08-28 23:05:23
61364,unknown,971,682.86,20.18,3.0,0.0,0.0,1564.0,0.0,0.0,8.69,392760.0,251.0,1564.0,14.68,3.0,16.75,-73.0,-72.88,98.52375464423216,-83.015625,9.97375,-88.31,3.75,2020-08-28 23:05:24
61365,unknown,971,638.26,19.79,3.0,0.0,0.0,1475.0,0.0,0.0,10.24,364847.0,247.0,1476.0,14.32,3.0,,,,95.78478804830374,-79.93562499999999,6.60375,-88.88,-6.25,2020-08-28 23:05:25
61366,unknown,971,537.1,19.93,3.0,0.0,0.0,1360.0,0.0,0.0,9.57,332685.0,245.0,1359.0,14.4,3.0,14.25,-71.38,-80.63,92.95636092355754,-81.981875,4.0275,-93.94,-9.19,2020-08-28 23:05:26
61367,unknown,971,616.87,18.59,3.0,0.0,0.0,1540.0,0.0,0.0,9.81,387012.0,251.0,1540.0,14.18,3.0,13.38,-70.5,-80.63,107.85168281546636,-80.90625,7.376249999999999,-91.75,-4.25,2020-08-28 23:05:27
61368,unknown,971,567.57,17.31,3.0,0.0,0.0,1554.0,0.0,0.0,11.58,390018.0,251.0,1554.0,13.98,3.0,19.63,-72.13,-83.88,107.87230220515988,-78.17999999999999,9.8375,-82.5,1.19,2020-08-28 23:05:28
61369,unknown,971,548.47,17.33,3.23,1.0,0.0,1075.0,320.0,0.0,7.16,349466.0,250.0,1397.0,14.46,3.0,11.88,-72.5,-83.13,145.49892196274115,-76.83812499999999,9.9575,-87.75,-3.19,2020-08-28 23:05:29
61370,unknown,971,507.94,19.49,3.0,1.0,0.0,1258.0,0.0,0.0,7.15,310606.0,247.0,1259.0,12.65,3.0,27.0,-60.75,-80.75,134.61126880108827,-81.2125,9.829375,-90.38,-1.19,2020-08-28 23:05:30
61371,unknown,971,677.33,19.35,3.21,0.0,0.0,1234.0,321.0,0.0,10.03,390515.0,251.0,1554.0,11.72,3.0,28.25,-67.25,-80.13,134.6112688010883,-76.27375,14.595,-87.31,-3.81,2020-08-28 23:05:31
61372,unknown,971,608.7,22.39,3.0,0.0,0.0,1335.0,0.0,0.0,12.58,328476.0,246.0,1335.0,12.84,3.0,30.25,-65.38,-79.5,145.4241260763392,-75.77937499999999,11.219375,-87.56,-11.88,2020-08-28 23:05:33
61373,unknown,971,515.89,20.63,3.0,0.0,0.0,1154.0,0.0,0.0,11.23,286953.0,248.0,1155.0,12.64,3.0,30.25,-62.25,-70.38,163.7561553671305,-68.293125,17.505,-78.5,6.19,2020-08-28 23:05:34
61374,unknown,971,521.52,21.28,3.0,0.0,0.0,1308.0,0.0,0.18,15.35,323064.0,247.0,1307.0,12.78,3.0,24.63,-59.25,-66.88,116.92267870218606,-69.935,16.746875,-81.13,6.19,2020-08-28 23:05:35
61375,unknown,971,542.11,19.78,3.0,0.0,0.0,1456.0,0.0,0.16,13.61,350449.0,241.0,1456.0,12.64,3.0,26.38,-60.0,-66.38,187.6812886397909,-77.656875,7.60125,-96.06,-14.13,2020-08-28 23:05:36
61376,unknown,971,464.81,14.02,3.0,0.0,0.0,1537.0,0.0,0.0,6.84,384475.0,250.0,1537.0,10.06,3.0,23.13,-64.0,-60.25,184.14930404723407,-73.21187499999999,14.07375,-81.19,-4.69,2020-08-28 23:05:37
61377,unknown,971,446.27,17.58,2.52,0.0,734.0,804.0,0.0,0.0,9.36,385842.0,251.0,1538.0,10.88,2.0,17.5,-65.25,-78.13,201.09171355944545,-73.305625,5.063125,-83.75,-10.75,2020-08-28 23:05:38
61378,unknown,971,587.21,21.41,2.49,0.0,821.0,777.0,0.0,0.0,11.08,401406.0,251.0,1599.0,10.52,3.0,19.38,-66.13,-80.38,200.9963428410122,-75.19624999999999,7.223125,-90.5,-12.44,2020-08-28 23:05:39
61379,unknown,971,568.32,17.69,3.0,0.0,0.0,1550.0,0.0,0.0,11.47,384108.0,248.0,1550.0,10.98,3.0,,,,180.42423724265043,-79.075625,8.4,-92.19,-10.81,2020-08-28 23:05:40
61414,unknown,973,582.47,25.17,2.0,0.0,1422.0,0.0,0.0,0.0,7.88,357738.0,252.0,1422.0,15.0,2.0,39.25,-63.75,-74.5,109.51601103541329,-80.27875,18.7325,-93.75,4.94,2020-08-28 23:06:16
61415,unknown,973,636.43,25.02,2.0,0.0,1562.0,0.0,0.0,0.0,9.22,393657.0,252.0,1562.0,15.0,2.0,38.0,-62.25,-72.38,109.51601103541329,-75.09875,20.904375,-90.31,6.06,2020-08-28 23:06:17
61416,unknown,973,694.76,26.31,2.0,1.0,1591.0,0.0,0.0,0.0,8.73,402640.0,253.0,1592.0,15.0,2.0,,,,153.82747520993,-75.661875,18.923125,-86.44,10.31,2020-08-28 23:06:18
61417,unknown,973,680.97,26.12,2.0,0.0,1599.0,0.0,0.0,0.0,9.19,403990.0,252.0,1600.0,15.0,2.0,36.63,-57.63,-67.63,177.21850090645867,-77.13312499999999,16.583750000000002,-90.06,4.5,2020-08-28 23:06:19
61418,unknown,973,587.74,25.96,2.0,0.0,1376.0,0.0,0.0,0.0,9.01,346366.0,252.0,1376.0,15.0,2.0,34.25,-61.38,-72.5,165.96760317134667,-79.395625,21.18875,-90.56,9.06,2020-08-28 23:06:20
61419,unknown,973,686.03,26.12,2.0,0.0,1597.0,0.0,0.0,0.0,9.64,403635.0,253.0,1596.0,15.0,2.0,36.5,-58.38,-67.0,127.52518112316798,-76.281875,19.601875,-89.0,5.0,2020-08-28 23:06:21
61420,unknown,973,568.98,24.62,2.21,0.0,1100.0,296.0,0.0,0.0,13.9,351019.0,251.0,1396.0,15.0,2.0,32.0,-58.25,-71.5,136.3424917881979,-69.49625,22.35,-80.31,15.69,2020-08-28 23:06:22
61421,unknown,973,626.43,24.89,2.21,0.0,1201.0,319.0,0.0,0.0,12.11,382601.0,252.0,1520.0,15.0,2.0,27.63,-61.25,-72.38,108.34443816015946,-72.415625,22.285,-84.69,10.5,2020-08-28 23:06:23
61422,unknown,973,654.2,26.13,2.0,1.0,1599.0,0.0,0.0,0.0,8.63,404297.0,253.0,1600.0,15.0,2.0,,,,120.57953295167847,-72.459375,24.770625,-84.13,15.06,2020-08-28 23:06:24
61423,unknown,973,676.34,21.87,2.78,0.0,354.0,1247.0,0.0,0.0,11.81,403646.0,252.0,1601.0,15.0,3.0,32.5,-62.5,-72.63,121.93042231100492,-73.42750000000001,22.62625,-80.25,12.31,2020-08-28 23:06:25
61424,unknown,973,454.3,19.87,2.25,0.0,1026.0,351.0,0.0,0.0,6.54,347399.0,252.0,1377.0,15.0,2.0,31.25,-60.38,-70.88,134.49007242286066,-72.0325,20.088125,-79.19,8.31,2020-08-28 23:06:27
61425,unknown,973,555.01,22.1,2.21,0.0,1187.0,317.0,0.0,0.0,8.71,378232.0,251.0,1504.0,15.0,2.0,33.0,-60.5,-68.38,118.59064941139476,-70.770625,16.836875,-88.31,4.31,2020-08-28 23:06:28
61426,unknown,973,629.11,23.5,2.2,1.0,1270.0,320.0,0.0,0.0,10.36,399913.0,251.0,1592.0,15.0,2.0,25.13,-57.75,-73.75,103.2809162438943,-72.49312499999999,16.304375,-82.0,9.75,2020-08-28 23:06:29
61427,unknown,973,616.47,23.99,2.0,0.0,1593.0,0.0,0.0,0.0,7.9,400955.0,252.0,1593.0,15.0,2.0,,,,109.5160110354133,-75.77875,16.553125,-82.69,1.63,2020-08-28 23:06:30
61428,unknown,973,614.57,24.15,2.19,0.0,1209.0,283.0,0.0,0.0,9.99,375261.0,252.0,1491.0,15.0,2.0,29.0,-62.75,-79.0,111.24413080998968,-75.35624999999999,13.70375,-80.81,3.44,2020-08-28 23:06:31
61429,unknown,973,594.27,23.54,2.0,0.0,1593.0,0.0,0.0,0.0,12.3,399957.0,251.0,1593.0,15.0,2.0,24.88,-72.0,-82.13,96.28865985271314,-70.78562500000001,13.955625,-80.56,7.5,2020-08-28 23:06:32
61430,unknown,973,516.74,20.56,2.0,0.0,1460.0,0.0,0.0,0.0,5.94,368040.0,252.0,1461.0,15.0,2.0,15.13,-60.25,-67.63,121.50755622990546,-75.1925,9.493125,-87.94,2.63,2020-08-28 23:06:33
61431,unknown,973,460.57,21.75,2.0,0.0,1509.0,0.0,0.0,0.0,12.29,377780.0,251.0,1508.0,14.98,2.0,7.5,-71.25,-79.13,116.5426649302128,-77.796875,9.676875,-84.44,-1.06,2020-08-28 23:06:34
61432,unknown,973,434.74,18.73,2.0,0.0,1497.0,0.0,0.0,0.15,8.16,376870.0,252.0,1497.0,14.08,2.0,,,,151.06140906060742,-75.81,12.79375,-83.69,5.31,2020-08-28 23:06:35
61433,unknown,973,438.7,19.53,2.0,0.0,1512.0,0.0,0.0,0.07,8.27,380650.0,252.0,1512.0,12.58,2.0,14.5,-67.75,-81.88,153.16952264810732,-80.11125,14.868125,-85.06,7.0,2020-08-28 23:06:36
61434,unknown,973,549.94,17.86,2.96,0.0,344.0,934.0,287.0,0.0,10.61,394847.0,252.0,1565.0,13.12,3.0,22.38,-73.13,-84.75,127.29447493690031,-76.641875,16.864375,-82.0,10.25,2020-08-28 23:06:37
61435,unknown,973,514.45,15.99,3.0,1.0,0.0,1592.0,0.0,0.0,9.91,402045.0,252.0,1593.0,12.92,3.0,19.75,-66.38,-75.63,114.41367472572082,-72.053125,14.661875,-77.88,9.63,2020-08-28 23:06:38
61671,unknown,975,586.48,23.88,2.08,0.0,1466.0,128.0,0.0,0.14,7.15,400682.0,251.0,1594.0,15.0,2.0,26.0,-69.75,-80.63,222.15036013148404,-91.7125,12.290625,-108.25,1.13,2020-08-28 23:10:35
61672,unknown,975,728.87,25.28,2.15,0.0,1350.0,245.0,0.0,0.0,4.08,401977.0,252.0,1595.0,15.0,3.0,27.63,-78.25,-95.63,216.66473867741288,-97.62125,6.33625,-106.63,-10.0,2020-08-28 23:10:36
61673,unknown,975,704.18,25.92,2.05,0.0,1489.0,72.0,0.0,0.0,4.81,392628.0,252.0,1561.0,15.0,2.0,19.88,-75.25,-89.88,216.66473867741288,-96.18875,1.7937499999999995,-111.31,-14.0,2020-08-28 23:10:37
61674,unknown,975,651.41,25.25,2.17,1.0,1214.0,250.0,0.0,0.0,6.01,367495.0,251.0,1465.0,14.96,3.0,21.38,-75.63,-88.13,216.66473867741288,-96.49625,6.278124999999999,-106.81,-8.06,2020-08-28 23:10:38
61675,unknown,975,714.59,26.02,2.05,0.0,1504.0,71.0,0.0,0.0,2.1,396917.0,252.0,1575.0,15.0,2.0,16.25,-80.75,-101.25,216.6647386774129,-100.39625,-0.180625,-110.75,-18.13,2020-08-28 23:10:39
61676,unknown,975,723.01,26.59,2.0,0.0,1527.0,0.0,0.0,0.0,6.29,383255.0,251.0,1527.0,15.0,2.0,26.38,-79.0,-93.75,220.4947424978852,-95.96625,1.969375,-111.63,-12.13,2020-08-28 23:10:40
61677,unknown,975,702.07,26.63,2.0,0.0,1582.0,0.0,0.0,0.0,7.14,398766.0,252.0,1583.0,15.0,2.0,,,,216.6647386774129,-99.68875,1.820625,-108.63,-13.81,2020-08-28 23:10:41
61678,unknown,975,679.2,25.53,2.16,1.0,1287.0,249.0,0.0,0.0,10.99,386718.0,252.0,1537.0,15.0,3.0,22.13,-78.0,-93.25,216.66473867741288,-100.954375,-0.9575,-123.5,-17.88,2020-08-28 23:10:42
61679,unknown,975,667.2,26.19,2.04,0.0,1486.0,68.0,0.0,0.0,9.14,391666.0,252.0,1553.0,15.0,2.0,19.63,-78.88,-98.88,211.11486948899088,-102.7225,1.2856250000000005,-119.56,-17.81,2020-08-28 23:10:43
61680,unknown,975,641.43,25.23,2.0,0.0,1568.0,0.0,0.0,0.0,9.48,394112.0,251.0,1569.0,15.0,2.0,27.75,-83.5,-89.0,216.66473867741288,-103.25875,2.37125,-113.88,-11.06,2020-08-28 23:10:44
63223,unknown,1011,399.97,20.68,3.99,3.0,0.0,0.0,1396.0,0.0,8.19,327044.0,234.0,1399.0,,4.0,,,,92.95636092355754,-60.848125,17.72375,-68.25,9.81,2020-08-28 23:26:19
62565,unknown,994,347.06,17.75,2.84,9.0,20.0,212.0,0.0,0.0,4.88,36075.0,149.0,242.0,11.84,3.0,11.63,-79.88,-80.88,92.95636092355753,-81.77000000000001,9.063125,-92.19,0.44,2020-08-28 23:35:02
62566,unknown,994,433.37,21.64,3.0,0.0,0.0,790.0,0.0,0.0,3.29,174885.0,221.0,790.0,10.4,3.0,17.75,-71.25,-80.88,99.78478804830372,-85.001875,8.199375,-97.5,1.56,2020-08-28 23:35:03
62567,unknown,994,339.01,24.65,3.21,0.0,0.0,721.0,189.0,0.0,14.29,206920.0,228.0,909.0,10.88,3.0,,,,94.14107921805032,-85.879375,9.018125,-96.38,2.25,2020-08-28 23:35:04
62568,unknown,994,429.41,22.29,3.5,3.0,0.0,328.0,344.0,0.0,12.95,152470.0,226.0,676.0,13.66,4.0,13.13,-71.63,-73.0,146.0270239680548,-83.210625,7.94625,-93.88,-10.94,2020-08-28 23:35:05
62569,unknown,994,600.98,19.33,4.0,0.0,0.0,0.0,904.0,0.0,9.52,204138.0,226.0,904.0,13.3,4.0,18.75,-69.88,-83.88,142.8446544888944,-81.406875,7.394375,-97.13,-3.13,2020-08-28 23:35:06
62570,unknown,994,744.82,21.03,4.0,0.0,0.0,0.0,1116.0,0.0,10.39,258606.0,232.0,1116.0,13.58,4.0,14.25,-69.0,-79.5,130.62485917214542,-82.320625,6.528125,-89.94,-11.94,2020-08-28 23:35:07
62571,unknown,994,836.42,21.63,4.0,0.0,0.0,0.0,1315.0,0.0,9.3,307655.0,234.0,1314.0,13.68,4.0,17.13,-67.25,-68.25,130.6248591721454,-83.39937499999999,8.415625,-92.25,-9.31,2020-08-28 23:35:08
62572,unknown,994,890.22,21.82,4.0,0.0,0.0,0.0,1402.0,0.0,9.42,337683.0,241.0,1402.0,13.44,4.0,19.88,-70.75,-75.38,144.41765701149407,-82.549375,6.128125000000001,-92.63,-10.13,2020-08-28 23:35:09
62573,unknown,994,950.55,21.85,4.0,0.0,0.0,0.0,1474.0,0.0,9.22,352279.0,239.0,1474.0,12.74,4.0,26.38,-71.88,-87.25,137.57582725855855,-86.516875,9.77375,-95.38,-8.44,2020-08-28 23:35:10
62574,unknown,994,925.87,23.24,4.0,0.0,0.0,0.0,1500.0,0.0,10.6,363592.0,242.0,1501.0,12.78,4.0,24.63,-74.38,-74.88,130.47082929465756,-83.239375,6.935625,-91.75,-9.31,2020-08-28 23:35:11
62575,unknown,994,1000.32,22.45,4.0,0.0,0.0,0.0,1559.0,0.0,10.33,384335.0,247.0,1559.0,11.56,4.0,23.13,-71.13,-85.88,161.48402493134202,-82.685,7.513125,-91.5,-6.25,2020-08-28 23:35:13
62576,unknown,994,920.41,22.64,4.0,0.0,0.0,0.0,1579.0,0.0,11.34,395480.0,250.0,1579.0,12.2,4.0,22.88,-72.75,-87.38,142.89479302560736,-82.90625,6.693125,-98.38,-13.56,2020-08-28 23:35:14
62577,unknown,994,941.97,23.15,4.0,1.0,0.0,0.0,1486.0,0.0,15.26,370940.0,249.0,1488.0,14.98,4.0,18.25,-70.75,-74.5,128.53868959872852,-81.92750000000001,7.5475,-91.69,-6.13,2020-08-28 23:35:15
62578,unknown,994,931.59,21.38,4.0,0.0,0.0,0.0,1599.0,0.0,12.68,399436.0,250.0,1599.0,15.0,4.0,19.63,-69.5,-75.0,133.187800239402,-83.36812499999999,8.320625,-94.81,-9.44,2020-08-28 23:35:16
62579,unknown,994,726.78,20.17,4.0,0.0,0.0,0.0,1597.0,0.0,9.9,398717.0,250.0,1596.0,14.74,4.0,,,,109.43766696631182,-82.469375,13.486249999999998,-89.69,5.31,2020-08-28 23:35:17
62580,unknown,994,836.84,16.74,4.0,0.0,0.0,0.0,1599.0,0.0,10.75,399166.0,250.0,1599.0,13.6,4.0,23.75,-69.13,-80.88,95.50821720914894,-76.356875,12.480625,-87.69,6.56,2020-08-28 23:35:18
62581,unknown,994,957.93,19.5,4.0,0.0,0.0,0.0,1598.0,0.0,10.64,399595.0,250.0,1598.0,15.0,4.0,22.0,-69.88,-78.13,94.61321517304992,-81.02562499999999,13.314375000000002,-86.81,4.5,2020-08-28 23:35:19
62582,unknown,994,705.88,21.0,4.0,0.0,0.0,0.0,1543.0,0.0,9.96,387478.0,251.0,1544.0,14.64,4.0,22.63,-68.0,-75.63,95.50821720914894,-74.2225,13.974374999999998,-81.25,6.94,2020-08-28 23:35:20
62583,unknown,994,724.94,19.52,4.0,0.0,0.0,0.0,1448.0,0.0,11.42,339401.0,235.0,1447.0,13.96,4.0,24.88,-65.25,-77.13,128.06831227282282,-75.16875,13.148125,-81.75,-8.0,2020-08-28 23:35:21
62584,unknown,994,777.8,17.09,4.0,0.0,0.0,0.0,1561.0,0.0,9.68,390953.0,250.0,1561.0,14.38,4.0,22.63,-65.88,-84.0,135.2398851480766,-79.44625,10.458125,-88.69,-8.75,2020-08-28 23:35:22
62585,unknown,994,541.06,18.77,4.0,0.0,0.0,0.0,1571.0,0.0,12.04,394083.0,251.0,1571.0,13.9,4.0,25.0,-63.63,-69.38,96.6132151730499,-75.129375,14.0875,-86.56,4.63,2020-08-28 23:35:23
62586,unknown,994,568.1,18.1,3.11,0.0,0.0,1404.0,166.0,1.2,15.15,390255.0,249.0,1570.0,12.66,3.0,,,,132.0683122728228,-75.02812499999999,10.53125,-87.81,-6.94,2020-08-28 23:35:24
62587,unknown,994,534.58,19.59,3.17,82.0,0.0,1043.0,437.0,0.55,19.19,388669.0,249.0,1563.0,11.29,3.0,16.38,-71.5,-83.38,152.8284205089899,-80.575625,8.630625,-88.25,-3.31,2020-08-28 23:35:25
62588,unknown,994,813.13,17.93,2.91,65.0,0.0,1397.0,0.0,0.48,13.51,364628.0,249.0,1462.0,11.0,1.0,,,,0.0,,,,,2020-08-28 23:35:26
62589,unknown,994,874.83,20.3,3.97,15.0,0.0,0.0,1586.0,0.0,11.81,397804.0,249.0,1600.0,12.8,4.0,19.38,-71.75,-69.75,133.55620169033097,-79.390625,7.9375,-86.25,-8.44,2020-08-28 23:35:27
62590,unknown,994,835.7,19.11,4.0,0.0,0.0,0.0,1581.0,0.0,8.79,393480.0,249.0,1581.0,12.2,4.0,18.13,-70.5,-69.63,133.84638549591068,-81.79374999999999,8.910625,-96.88,-7.06,2020-08-28 23:35:28
62591,unknown,994,727.16,18.8,4.0,0.0,0.0,0.0,1584.0,0.0,10.42,394543.0,249.0,1584.0,12.3,4.0,16.88,-72.0,-75.63,135.322267132877,-79.438125,10.719375,-87.38,-11.75,2020-08-28 23:35:29
62592,unknown,994,727.43,17.1,4.0,0.0,0.0,0.0,1553.0,0.0,10.56,385885.0,248.0,1553.0,11.94,4.0,13.75,-70.38,-80.5,101.35218176897833,-80.630625,8.533125000000002,-89.0,-2.06,2020-08-28 23:35:30
62593,unknown,994,669.18,17.54,4.0,0.0,0.0,0.0,1536.0,0.0,10.16,380083.0,247.0,1536.0,12.04,4.0,,,,89.46023272796694,-77.3525,14.255,-83.31,5.75,2020-08-28 23:35:31
62594,unknown,994,630.37,15.45,4.0,0.0,0.0,0.0,1577.0,0.0,7.34,393430.0,249.0,1578.0,11.52,4.0,24.38,-66.25,-74.63,92.95636092355753,-82.045625,10.845625,-88.13,4.75,2020-08-28 23:35:32
62595,unknown,994,537.5,17.13,3.5,1.0,0.0,795.0,795.0,0.0,11.03,396134.0,249.0,1590.0,10.88,3.0,18.63,-73.25,-83.38,122.81839532846752,-80.45875000000001,11.610625,-90.63,-14.81,2020-08-28 23:35:33
62596,unknown,994,544.06,16.79,3.0,0.0,0.0,1494.0,0.0,0.0,7.63,370757.0,248.0,1494.0,10.1,3.0,16.25,-73.75,-82.63,89.46023272796695,-82.17375,10.65,-90.38,0.44,2020-08-28 23:35:34
63318,unknown,1014,521.08,24.19,2.0,3.0,1472.0,0.0,0.0,0.08,11.77,362063.0,246.0,1474.0,13.12,2.0,15.88,-81.0,-94.38,162.4549151705628,-96.970625,1.864375,-111.56,-11.31,2020-08-28 23:49:48
63319,unknown,1014,592.13,24.18,2.0,0.0,1573.0,0.0,0.0,0.0,8.65,390265.0,248.0,1573.0,13.6,2.0,17.0,-83.25,-83.13,147.5303313405849,-95.106875,3.480625,-105.19,-14.25,2020-08-28 23:49:49
63320,unknown,1014,544.43,23.43,2.0,0.0,1489.0,0.0,0.0,0.0,10.28,366532.0,246.0,1489.0,13.92,2.0,,,,120.16201846355366,-91.274375,5.616875,-103.69,-4.94,2020-08-28 23:49:50
63321,unknown,1014,566.7,23.76,2.0,0.0,1536.0,0.0,0.0,0.0,8.14,379672.0,247.0,1536.0,14.32,2.0,22.0,-79.25,-93.75,92.95636092355754,-87.71875,9.57125,-101.75,-5.5,2020-08-28 23:49:51
