,causes_type,sample_index,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature60,feature20_distance,featureY_if,featureX_if,featureY_mean,featureX_mean,featureY_min,featureX_min
402,rootcause3,700,158.58,11.53,1.25,1155,388,0,0,0,6.49,389468,252,1543,13.02,1,,,,95.50821721,-413.13,32.465,-85.716875,6.825,-92.94,-1.69
403,rootcause3,700,150.43,13.81,1,1559,0,0,0,0,9.42,394402,253,1560,9.76,1,16.38,-74.13,-88.63,100.6132152,-396.845,13.71,-88.774375,2.465625,-103.06,-9
404,rootcause3,700,133.49,8.31,1.77,356,1202,0,0,0,8.27,393600,253,1558,9.58,2,14.5,-76.88,-81.63,94.14107922,-420.92,4.42,-87.814375,1.0325,-100.81,-16.75
405,rootcause3,700,91.04,7.38,1.74,404,1134,0,0,0.52,12.68,386112,251,1537,10.67,1,,,,95.78478805,-426.755,-3.165,-90.470625,-0.90125,-99.94,-17.63
406,rootcause3,700,30.78,21.6,2.05,49,1319,121,0,21.24,61.19,346523,233,1490,10.24,2,14.5,-80.38,-86.38,137.5376738,-339.545,-2.95,-90.208125,-1.711875,-102.63,-18.94
407,rootcause3,700,39.16,8.52,1.01,1131,10,0,0,0,5.75,285792,251,1140,11.98,1,11.38,-82,-83.63,118.1185135,-389.375,-4.34,-94.39625,-2.215,-106.19,-18.88
408,rootcause3,700,72.15,12.38,1,1543,0,0,0,0,6.8,388375,252,1543,11.24,1,11.13,-82,-82.5,127.024632,-376.505,-4.96,-93.4625,-2.53875,-106.5,-18.94
409,rootcause3,700,46.47,19.61,2.44,468,0,1013,70,13.31,48.13,370497,239,1551,14.21,3,6.25,-83.13,-83.5,117.6760844,-385.88,-9.3,-91.5525,-2.66125,-105.94,-17.88
410,rootcause3,700,104.51,9.09,2.34,3,897,471,0,0,6.07,344329,251,1371,14.76,2,,,,121.5309777,-387.845,-14.09,-90.891875,-4.055,-98.19,-13.63
411,rootcause3,700,135.38,14.75,1.37,990,573,0,0,0,6.46,394208,252,1563,13.84,1,5.5,-83.63,-83.63,127.024632,-375.85,-21.525,-93.384375,-5.590625,-103.13,-16.56
412,rootcause3,700,138.37,12.05,1.36,1307,0,290,0,0,9.82,401725,251,1598,10.02,1,,,,,,,,,,
413,rootcause3,700,118.8,11.08,1,1600,0,0,0,0,8.37,404112,253,1600,9.78,1,,,,,,,,,,
414,rootcause3,700,151.12,13.93,1,1590,0,0,0,0,8.99,400902,252,1589,12,1,,,,,,,,,,
415,rootcause3,700,148.3,13.74,1,1597,0,0,0,0,8.9,402045,252,1597,11.64,1,,,,,,,,,,
416,rootcause3,700,145.34,13.58,1,1593,0,0,0,0,9.17,400632,251,1593,10.76,1,,,,,,,,,,
417,rootcause3,700,145.01,13.73,1,1572,0,0,0,0,9.12,396644,252,1573,9.56,1,,,,,,,,,,
418,rootcause3,700,136.04,13.37,1,1579,0,0,0,0,9.13,398027,252,1578,9.88,1,,,,,,,,,,
419,rootcause3,700,121.82,13.14,1,1499,0,0,0,0,6.84,378427,252,1499,9.66,1,,,,,,,,,,
420,rootcause3,700,132.94,13.7,1,1553,0,0,0,0,8.52,391601,252,1553,10.72,1,,,,,,,,,,
421,rootcause3,700,117.42,13.4,1,1300,0,0,0,0,9.23,326786,251,1300,10.34,1,,,,,,,,,,
422,rootcause3,700,138.71,13.29,1,1584,0,0,0,0,9.29,399936,252,1585,10.74,1,,,,,,,,,,
423,rootcause3,700,127.96,13.61,1,1526,0,0,0,0,7.47,385750,253,1526,9.36,1,,,,,,,,,,
424,rootcause3,700,125.91,13.71,1,1509,0,0,0,0,5.74,381477,253,1508,9.1,1,,,,,,,,,,
425,rootcause3,700,144.06,14.26,1,1559,0,0,0,0,8.32,392935,252,1559,9.2,1,,,,,,,,,,
426,rootcause3,700,123.67,14,1,1482,0,0,0,0,5.38,374778,253,1482,9.36,1,,,,,,,,,,
427,rootcause3,700,124.46,14.18,1,1493,0,0,0,0.07,4.45,377653,253,1493,9.52,1,,,,,,,,,,
428,rootcause3,700,117.94,14.06,1,1470,0,0,0,0,4.88,371758,253,1470,9.64,1,,,,,,,,,,
429,rootcause3,700,137.8,14.48,1,1520,0,0,0,0,5.79,383936,253,1520,9.52,1,,,,,,,,,,
430,rootcause3,700,152.65,15.27,1,1541,0,0,0,0,7.42,387573,252,1541,9.78,1,,,,,,,,,,
431,rootcause3,700,156.1,14.37,1,1590,0,0,0,0,8.72,400566,252,1590,9.68,1,,,,,,,,,,
432,rootcause3,700,173.79,15.45,1,1589,0,0,0,0,8.53,399589,251,1590,9.54,1,,,,,,,,,,
433,rootcause3,700,183.22,15.92,1,1599,0,0,0,0,8.69,401599,251,1599,9.34,1,,,,,,,,,,
434,rootcause3,700,188.73,16.25,1,1601,0,0,0,0,8.56,401953,251,1600,8.7,1,,,,,,,,,,
435,rootcause3,700,221.7,18.23,1,1600,0,0,0,0,8.74,400240,250,1600,8.96,1,,,,,,,,,,
436,rootcause3,700,244.83,13.09,1.83,276,1325,0,0,0,9.38,402449,251,1601,8.72,2,,,,,,,,,,
437,rootcause3,700,243.78,11.52,2,0,1600,0,0,0,8.99,402352,251,1600,8.84,2,,,,,,,,,,
438,rootcause3,700,196.21,12.73,2.27,24,1060,435,0,0.16,19.67,375717,247,1519,10.1,2,-3.63,-83.63,-91.13,96.61321517,-442.2,-22.255,-95.345,-4.59125,-104.06,-14.13
439,rootcause3,700,158.49,10.69,1.44,869,685,0,0,0,5.98,391989,252,1555,6.16,1,,,,94.14107922,-436.43,-23.49,-91.24,-4.891875,-103.13,-11.38
440,rootcause3,700,117.76,13.22,1.06,1331,79,0,0,0,10.04,355788,253,1409,6.94,2,-7.25,-87.63,-88.75,159.1923111,-346.02,-13.695,-96.301875,-4.118125,-109.94,-11.56
441,rootcause3,700,77.82,14.16,1.91,653,192,332,103,1.27,25.86,315242,246,1280,8.5,3,,,,,,,,,,
442,rootcause3,700,110.82,11.04,2.35,65,819,575,0,1.44,23.66,361682,248,1460,7.92,2,0.75,-82.88,-89.25,121.9919972,-375.26,-36.085,-91.77875,-8.976875,-103.31,-18.19
443,rootcause3,700,107.26,7.86,1.7,468,1100,0,0,0,11.73,396567,253,1568,8.56,1,-7.75,-82.88,-75.5,118.1948286,-388.99,-31.27,-93.798125,-7.719375,-106.25,-17.5
444,rootcause3,700,101.58,9.98,1,1554,0,0,0,0,9.78,392751,253,1553,8.56,1,-5.5,-77.38,-83.25,99.78478805,-410.855,-17.84,-90.70375,-4.3475,-102.88,-13.69
445,rootcause3,700,99.3,9.78,1,1550,0,0,0,0,9.08,390873,252,1551,8.64,1,1,-85.5,-79.25,116.0006397,-406.48,-21.575,-93.37125,-5.509375,-99.06,-13
446,rootcause3,700,57.69,7.72,1,1249,0,0,0,0,11.08,313466,251,1248,10.16,1,-1.88,-93.13,-84,167.13353,-326.875,-26.205,-96.774375,-7.765625,-106.38,-13.94
447,rootcause3,700,33.05,7.3,1,1453,0,0,0,0,7.1,365691,252,1454,8.12,1,,,,148.2602762,-369.2,-15.965,-96.75875,-5.0775,-101,-12.75
448,rootcause3,700,56.63,16.54,1.65,913,105,413,0,4.83,36.29,347701,243,1431,8.6,1,16.5,-79.25,-84.13,96.28865985,-395.735,27.355,-85.25375,5.57125,-90.56,-1.63
449,rootcause3,700,95.81,10.15,1,1434,0,0,0,0,6.57,356796,249,1433,7.9,1,11,-79.88,-78.5,149.6539636,-331.715,3.62,-91.805625,-0.535625,-103.44,-18.31
450,rootcause3,700,141.27,13.66,1,1530,0,0,0,0,8.05,383137,250,1530,8.27,1,13.63,-78.25,-82.63,114.7193198,-384.015,10.135,-92.86125,1.811875,-110.38,-16.75
451,rootcause3,700,115.19,15.72,1.78,757,360,418,0,2.37,28.53,371259,242,1535,9.17,1,,,,,,,,,,
452,rootcause3,700,78.27,18.36,2.05,437,563,510,0,5.72,43.25,362258,240,1510,7.77,1,8.25,-75.88,-82.13,134.2392115,-355.495,29.755,-84.743125,6.259375,-93.56,-8.69
453,rootcause3,700,143.59,14.91,1,1385,0,0,0,0,8.87,347285,251,1386,9.38,1,3.5,-76.38,-88.13,89.46023273,-422.13,30.835,-86.2,6.040625,-91.44,2.06
454,rootcause3,700,121.98,12.6,1,1500,0,0,0,0,9.79,377820,252,1500,10.04,1,11.75,-77.5,-85,92.95636092,-426.535,28.205,-88.969375,5.684375,-99.5,-2.19
455,rootcause3,700,106.13,12.89,1,1381,0,0,0,0,4.37,347621,252,1380,11.32,1,7.75,-76,-80,126.8183953,-358.365,15.775,-87.60625,2.52125,-98.81,-11.69
456,rootcause3,700,183.47,16.46,1,1541,0,0,0,0,8.83,387957,252,1541,12.06,1,6.88,-80.5,-91.88,89.46023273,-430.605,23.33,-87.90625,4.5825,-95.56,-13.63
457,rootcause3,700,179.93,15.79,1,1575,0,0,0,0,10.22,395015,251,1575,8.42,1,12.38,-80.5,-83.88,89.46023273,-429.485,19.805,-87.766875,3.82875,-97.19,-9.5
458,rootcause3,700,141.57,13.62,1,1562,0,0,0,0,8.51,393706,252,1562,8.46,1,12.75,-80.63,-91.75,89.46023273,-445.465,18.665,-91.045625,3.526875,-97.44,-8.06
459,rootcause3,700,167.74,15.09,1,1571,0,0,0,0,8.54,395939,252,1571,8.39,1,,,,153.981403,-345.19,22.255,-87.2825,4.74375,-93.44,-4.31
460,rootcause3,700,121.08,14.62,1.58,1080,0,438,0,1.44,22.28,377146,248,1518,9.78,1,,,,,,,,,,
461,rootcause3,700,123.92,14.68,1.59,562,798,0,0,0.66,22,336019,247,1360,12.24,1,12,-75.75,-90.25,154.179442,-341.255,27.425,-86.19625,6.49875,-98.13,-11.38
462,rootcause3,700,145.57,15.1,1,1364,0,0,0,0,7.84,342035,251,1364,13.78,1,9.38,-73.5,-80.63,89.46023273,-409.62,30.625,-83.689375,6.13875,-93.19,0.38
463,rootcause3,700,181.27,16.37,1,1531,0,0,0,0,9.39,383915,251,1532,12.06,1,11.63,-71.13,-80.75,153.981403,-336.855,35.715,-85.03625,8.469375,-93.38,3.81
464,rootcause3,700,134.95,18.9,1.82,879,0,608,0,5.08,32.59,361991,243,1487,10.48,3,-3.38,-81.13,-79.38,172.9781555,-315.67,-20.845,-95.005,-6.419375,-111.69,-15.88
465,rootcause3,700,88.5,9.36,1.3,1068,0,187,0,0,8.9,316621,252,1255,9.26,1,-9.5,-86.38,-90.75,187.897854,-311.35,-17.56,-94.533125,-5.293125,-105.44,-17
466,rootcause3,700,97.25,10.83,1,1522,0,0,0,0,8.3,383266,252,1521,8.76,1,-4.38,-90.13,-96.13,163.3008366,-345.665,-19.685,-96.64625,-6.024375,-106.69,-18.25
467,rootcause3,700,119.57,12.53,1,1422,0,0,0,0,8.58,358341,252,1422,9.96,1,-11.25,-89.75,-86.25,147.9589226,-362.01,-31.33,-93.845,-7.746875,-102.13,-16.88
468,rootcause3,700,92.51,11.41,1,1157,0,0,0,0,7.41,292295,253,1157,7.69,1,-11.25,-87.75,-84.38,167.7579124,-362.055,-40.715,-97.934375,-11.145625,-104.44,-18.19
469,rootcause3,700,105.84,14.52,1.63,641,600,0,78,1.04,19.97,325046,246,1319,8.32,2,17.13,-76.75,-88.75,165.4687568,-316.64,25.845,-88.943125,6.20125,-95,-2.69
470,rootcause3,700,193.32,11.86,2,0,1262,0,0,0,10.39,317548,252,1262,8.98,2,15.75,-73.88,-84.38,153.981403,-358.675,30.08,-90.42,7.040625,-103.44,-2.5
471,rootcause3,700,205.84,12.69,1.58,677,918,0,0,0,9.22,401595,252,1595,9.16,1,15,-78.75,-85.13,175.0754099,-323.87,23.11,-92.811875,5.24,-101.94,-12.88
472,rootcause3,700,164.72,16.28,1,1425,0,0,0,0,9.56,357344,251,1425,8.62,1,14.75,-80.63,-86.5,175.0754099,-314.815,23.21,-90.485,5.059375,-102.81,-15.44
473,rootcause3,700,143.35,15.97,1,1261,0,0,0,0,9.11,314139,249,1262,9.76,1,,,,153.981403,-362.305,27.07,-91.47,6.250625,-100.81,0.06
474,rootcause3,700,174.58,10.68,1.91,114,1167,0,0,0,7.57,322448,252,1281,11.02,2,9.75,-79.75,-91.38,177.3898918,-302.705,6.035,-92.009375,0.625,-100.81,-11.69
475,rootcause3,700,236.25,11.78,2,0,1593,0,0,0,10.26,400936,252,1592,10.66,2,10.13,-78.75,-92,153.981403,-354.35,20.915,-89.44625,4.623125,-98.44,-0.06
476,rootcause3,700,182.09,12.02,1.8,482,832,82,56,1.09,11.23,361603,249,1452,9.92,4,,,,,,,,,,
477,rootcause3,700,63.17,9.67,3.9,1,0,130,1223,3.4,23.87,335984,248,1354,10.48,3,-10.63,-85.63,-79.63,179.9305861,-293.31,-23.31,-91.239375,-7.774375,-102.19,-18.06
478,rootcause3,700,105.24,12.45,2.47,37,731,765,0,2.51,22.16,377268,246,1533,7.88,2,,,,,,,,,,
479,rootcause3,700,82.3,18.22,1.8,268,1070,0,0,2.67,38.37,321210,240,1338,12.15,2,,,,,,,,,,
480,rootcause3,700,253.51,13.24,2,2,1445,0,0,0,9.41,363268,251,1447,12.64,2,,,,,,,,,,
481,rootcause3,700,240.86,11.54,2,0,1563,0,0,0,8.77,393594,252,1563,13.32,2,8.25,-77.25,-89.25,153.981403,-353.945,22.235,-89.34,4.825625,-96.75,-4.19
482,rootcause3,700,310.43,14.02,2,0,1540,0,0,0,5.94,385779,251,1540,9.4,2,15.88,-73.63,-86.13,175.0754099,-307.855,13.665,-88.44,2.504375,-99.69,-16.06
483,rootcause3,700,323.09,14.55,2,0,1552,0,0,0,9.34,389136,251,1553,9.44,2,9.63,-78.5,-81.88,153.981403,-369.71,4.17,-93.4275,0.2775,-102.81,-9.5
484,rootcause3,700,262.42,12.91,2,0,1542,0,0,0,10.11,387334,251,1542,8.92,2,6.63,-81.13,-91.25,165.0983544,-300.52,10.485,-87.704375,1.98875,-94.88,-8.63
485,rootcause3,700,240.74,11.25,2,0,1595,0,0,0,7.78,399286,250,1594,9.1,2,16.38,-73,-86.13,92.95636092,-402.765,38.875,-84.13,7.69625,-101.44,-3.19
486,rootcause3,700,251.86,12.93,2,0,1542,0,0,0,11.02,384200,249,1542,10.52,2,17.88,-70.88,-85.13,180.5131207,-287.465,34.16,-86.86125,9.65,-94.94,3.13
487,rootcause3,700,224.46,12.46,1.72,440,1138,0,0,0,5.96,397706,252,1578,11.42,1,,,,165.4687568,-324.42,32.825,-90.969375,8.45125,-97.88,1.06
488,rootcause3,700,238.41,19.6,1,1582,0,0,0,0,10.05,398110,252,1582,9.64,1,15.5,-79.13,-92.13,152.8284205,-345.825,35.52,-88.864375,8.591875,-97.5,-0.75
489,rootcause3,700,202.79,19.85,1.44,1187,0,332,0,1.59,21.41,375211,247,1519,9.38,3,,,,,,,,,,
490,rootcause3,700,80.12,8.07,2.76,7,304,1033,0,0.08,11.69,336279,250,1344,11.12,2,-9.25,-90.88,-90.88,172.2500548,-363.445,-36.24,-101.715,-9.95,-108.94,-18
491,rootcause3,700,143.26,13.24,2,1,1535,0,0,0,9.45,387300,252,1536,10.46,2,-0.75,-91,-92.63,95.50821721,-454.885,-10.84,-94.341875,-1.953125,-102.75,-10.19
492,rootcause3,700,116.48,11.95,2,0,1351,0,0,0,6.53,340553,252,1351,10.54,2,2.38,-85.88,-83.75,161.4017857,-367.415,-5.865,-97.29,-1.62875,-106.63,-17.75
493,rootcause3,700,152.72,14.45,2,0,1432,0,0,0,9.14,359810,251,1433,10.96,2,-3.38,-84,-86.13,202.3902929,-324.33,12.41,-89.97375,3.10625,-99.81,-10.13
494,rootcause3,700,183.97,15.04,2,0,1543,0,0,0,8.4,388262,252,1543,11.78,2,11.13,-83.63,-88.38,160.8164978,-370.72,-22.105,-92.71625,-4.77,-104.13,-17.81
495,rootcause3,700,116.35,16.77,1.85,494,429,314,0,1.1,19.27,304912,247,1236,10.66,3,,,,,,,,,,
496,rootcause3,700,186.73,8.37,2.84,1,241,1275,0,0,10.98,381148,251,1518,11.32,2,13.75,-83.38,-85.13,166.8213731,-287.115,12.23,-83.1925,3.2275,-92.06,-3.44
497,rootcause3,700,374.18,16.67,2,0,1600,0,0,0,3.38,403456,252,1599,12.66,2,6.88,-75.13,-77.88,159.7734705,-329.145,17.16,-87.02125,4.12875,-98.06,-2.63
498,rootcause3,700,480.26,20.66,2,0,1474,0,0,0,11.94,369025,250,1474,9.76,2,3.5,-89.38,-90,115.3032318,-400.985,4.825,-96.484375,0.898125,-104.81,-4.69
499,rootcause3,700,243.56,14.37,1.76,319,1001,0,0,0,12.61,330487,250,1320,11.54,1,,,,169.4020366,-366.035,-1.465,-98.531875,-1.906875,-115.19,-18.19
500,rootcause3,700,172.35,10.65,1.65,511,958,0,0,0,8.14,369948,252,1470,11.02,2,7.63,-88.25,-99.63,169.0011661,-336.955,14.48,-93.755,3.07125,-106.06,-9.81
501,rootcause3,700,191.02,11.51,2,0,1412,0,0,0,8.05,354642,251,1411,12.8,2,-12.5,-86,-86.63,168.9839524,-320.93,23.69,-86.63875,4.38,-105.38,-17.38
502,rootcause3,700,299.45,16.35,2,0,1263,0,0,0,4.35,317278,251,1263,13.86,2,15,-80.25,-80.13,168.9839524,-344.795,8.27,-92.25125,1.805,-104.19,-15.56
503,rootcause3,700,344.17,18.35,2,0,1266,0,0,0,15.23,315568,249,1267,12.66,2,,,,162.6316361,-395.33,2.165,-98.72375,-0.4225,-107.44,-11.19
504,rootcause3,700,227.69,11.18,2,0,1443,0,0,0,8.84,363123,252,1443,11.49,2,-10.5,-96.13,-97.38,194.8209134,-319.035,-31.5,-98.356875,-9.43125,-110,-17.56
505,rootcause3,700,126.76,15.49,1.62,625,681,94,0,3.1,23.67,342765,245,1399,8.92,2,,,,,,,,,,
506,rootcause3,700,255.84,18.05,2,3,1276,0,0,0.29,16.8,317272,248,1279,12.88,2,15,-77.5,-75.25,140.4372505,-352.32,46.17,-87.80625,10.0675,-99.06,-0.94
507,rootcause3,700,371.7,17.45,2,0,1552,0,0,0.21,9.02,388510,250,1552,13.28,2,23.38,-71.5,-84.75,140.4372505,-326.865,64.245,-81.3525,14.79125,-89.31,4.44
508,rootcause3,700,460.15,19.96,2,0,1513,0,0,0,7.4,371797,246,1513,13.26,2,,,,119.8741234,-384.785,32.18,-89.556875,5.609375,-99.38,-14.19
509,rootcause3,700,446.7,19.1,2,0,1568,0,0,0.14,10.15,393789,251,1568,13.84,2,24.38,-72,-86,89.46023273,-412.445,66.615,-84.125625,13.420625,-92.75,7.13
510,rootcause3,700,530.18,21.46,2,1,1572,0,0,0,7.19,393588,250,1573,14.14,2,22.5,-72.25,-90.13,136.4372505,-331.47,57.835,-82.41125,12.974375,-94.31,-0.31
511,rootcause3,700,506.19,22.59,2,3,1145,0,0,0,8.32,288113,251,1149,13.48,1,,,,,,,,,,
512,rootcause3,700,60.3,23.98,2,1,404,0,0,0,12.53,100770,249,404,13.6,2,16.5,-71.38,-82.13,92.61321517,-381.08,68.3,-79.400625,13.97,-96.5,6.69
513,rootcause3,703,163.93,13.74,1.11,1404,178,0,0,0.63,9.73,396639,251,1582,10.62,1,12.88,-83.5,-84.13,94.14107922,-473.47,-28.425,-98.923125,-6.00375,-103.69,-17.81
514,rootcause3,703,125.43,12.37,1,1593,0,0,0,0.07,10.8,396303,249,1593,9.12,1,11.38,-90.25,-88,128.8174295,-409.905,-23.92,-98.564375,-6.9825,-108.5,-19.25
515,rootcause3,703,54.93,7.68,1,1311,0,0,0,0.43,11.3,328226,250,1311,10.06,1,,,,120.6519044,-421.595,-20.395,-99.29875,-5.6375,-106.88,-17.31
516,rootcause3,703,44.35,10.12,1,1501,0,0,0,1.75,12.21,374382,249,1501,11.22,1,11.75,-86.38,-84.75,98.52375464,-459.915,-17.89,-98.2825,-4.15625,-108.63,-18.13
517,rootcause3,703,39.17,9.19,1,1548,0,0,0,1.47,11.97,387854,251,1548,11.94,1,13,-81.75,-93.38,134.8183953,-368.965,-2.645,-97.450625,-1.871875,-110.81,-18.81
518,rootcause3,703,34.72,8.8,1,1456,0,0,0,1,10.81,363344,250,1456,12,1,11.13,-85,-88.75,107.1131116,-422.4,3.185,-95.13,0.09875,-105,-17.81
519,rootcause3,703,42.37,9.73,1,1501,0,0,0,1.49,10.26,375543,250,1502,11.7,1,11.5,-86,-81.88,97.00903602,-463.045,-5.365,-97.96625,-1.550625,-108.38,-17.88
520,rootcause3,703,48.52,10.42,1,1474,0,0,0,1.14,10.49,365268,248,1474,11,1,12.63,-90.25,-97.38,121.5309777,-405.23,10.77,-95.216875,0.6525,-103.44,-17.06
521,rootcause3,703,50.41,10.69,1,1515,0,0,0,1.27,11.46,379980,251,1514,10.68,1,11,-85.63,-87.75,104.7699659,-433.565,7.855,-97.09875,0.8675,-113.5,-18.31
522,rootcause3,703,41.73,8.88,1,1544,0,0,0,0.58,11.2,386000,250,1544,8.94,1,6.13,-89.13,-80.5,138.6218644,-389.505,-28.63,-98.660625,-7.77375,-105.69,-18.81
523,rootcause3,703,26,13.62,1.32,1040,365,48,0,4.51,29.39,350366,241,1453,11.31,2,,,,,,,,,,
524,rootcause3,703,48.72,13.56,1.33,695,343,0,0,2.44,29.08,257120,247,1039,13.46,1,18.5,-79.5,-95.13,145.7484851,-361.48,27.945,-91.188125,5.44625,-99.13,-8.13
525,rootcause3,703,96.96,10.32,1,1519,0,0,0,0,6.61,383275,252,1518,11.32,1,11.5,-76.5,-85.25,102.1279338,-437.15,9.35,-96.67625,1.606875,-110.06,-5.88
526,rootcause3,703,130.57,14.05,1,1321,0,0,0,0,6.67,332492,252,1321,9.79,1,,,,103.9803532,-418.395,2.545,-93.411875,-0.109375,-113.56,-17.06
527,rootcause3,703,87.23,14.18,2.64,235,0,1082,0,3.53,33.41,311350,236,1317,10.84,3,,,,,,,,,,
528,rootcause3,703,204.47,10.43,2.17,0,1282,255,0,0.14,7.34,385870,251,1538,11.97,2,12.25,-73,-73.13,180.0669107,-289.005,-2.145,-88.029375,-0.88,-101.56,-10.75
529,rootcause3,703,179.68,12.97,2,1,986,0,0,0.88,7.38,245936,249,987,8.94,2,11.63,-68.75,-86.75,162.6125692,-284.565,0.215,-81.2925,-0.606875,-93.75,-9.44
530,rootcause3,703,252.18,11.78,2,0,1587,0,0,0.21,9.58,399732,252,1586,8.08,2,5.5,-79,-78.88,151.9835573,-349.105,-38.055,-94.953125,-10.114375,-105.31,-18.69
531,rootcause3,703,145.39,12.02,1.38,979,609,0,0,0.44,13.34,399647,252,1588,7.2,1,-2.38,-81.63,-81.5,100.1093434,-430.03,-64.755,-94.47375,-13.890625,-104.5,-19
532,rootcause3,703,71.18,9.81,1,1155,0,0,0,0,11.57,289822,251,1156,9.06,1,,,,146.6366049,-347.385,-47.055,-96.536875,-12.87125,-110.88,-18.81
533,rootcause3,703,236.14,15.44,2.48,66,646,797,0,0.25,20.66,373520,248,1508,12.44,2,,,,,,,,,,
534,rootcause3,703,420.74,17.64,2,0,1601,0,0,0,5.38,404705,253,1601,12.6,2,,,,,,,,,,
535,rootcause3,703,507.25,21.08,2,0,1595,0,0,0.44,14.05,398715,250,1595,12.66,2,,,,,,,,,,
536,rootcause3,703,359.13,15.69,2,0,1600,0,0,0.07,10.13,402224,251,1600,11.94,2,,,,,,,,,,
537,rootcause3,703,348.06,15.29,2,0,1599,0,0,0.07,7.58,402687,252,1599,12.16,2,,,,,,,,,,
538,rootcause3,703,319.86,14.79,2,0,1595,0,0,0.35,10.96,400843,251,1596,12.12,2,,,,,,,,,,
539,rootcause3,703,272.38,12.77,2,0,1593,0,0,0.35,9.73,401033,252,1593,10.86,2,,,,,,,,,,
540,rootcause3,703,233.93,10.75,2,0,1598,0,0,0.07,9.2,403374,253,1597,9.62,2,,,,,,,,,,
541,rootcause3,703,206.3,9.81,2,0,1599,0,0,0,8.82,402510,252,1599,9.88,2,,,,,,,,,,
542,rootcause3,703,133.18,16.68,2.04,28,1400,94,0,4.55,33.02,368739,242,1522,12.29,2,,,,,,,,,,
543,rootcause3,704,297.05,16.48,2,2,1364,0,0,0,10.92,341656,250,1366,12.92,2,21.5,-75.5,-88.88,140.059895,-349.235,26.815,-88.8425,4.27,-101.38,-16.63
544,rootcause3,704,365.87,16.09,2,0,1566,0,0,0,9.33,394332,252,1566,12.76,2,,,,140.4372505,-350.615,37.57,-87.665625,6.895,-97.63,-15.19
545,rootcause3,704,339.18,15.83,2,0,1540,0,0,0.29,11.11,386509,251,1540,12.86,2,18.38,-80.38,-91.75,144.3813471,-338.505,43.415,-84.860625,8.80125,-94.19,-8.75
546,rootcause3,704,343.54,15.43,2,0,1571,0,0,0.56,8.33,396516,252,1571,11.26,2,22.63,-74.13,-84.5,96.28865985,-391.425,62.07,-84.656875,12.88,-92.63,4.81
547,rootcause3,704,345.42,15.43,2,1,1554,0,0,0.07,7.85,391534,252,1555,10.38,2,22.63,-73.88,-87.63,96.28865985,-390.175,59.24,-84.386875,12.31375,-92.63,3.44
548,rootcause3,704,338.54,15.41,2,0,1484,0,0,0,8.43,371633,250,1485,9.3,2,24.5,-76.88,-93.88,103.8834187,-392,39.175,-87.621875,7.920625,-96.19,-3.88
549,rootcause3,704,294.67,13.93,2,0,1549,0,0,0.07,10.9,389166,251,1549,9.46,2,17.63,-76.5,-86.63,96.61321517,-403.45,49.51,-87.301875,10.218125,-100.31,-2
550,rootcause3,704,294.1,13.42,2,0,1601,0,0,0,6.56,403893,252,1600,9.16,2,17.63,-79.25,-87,140.4372505,-360.14,41.635,-90.055625,8.095,-102.13,-13.06
551,rootcause3,704,350.87,16.18,2,0,1493,0,0,0,10.68,374760,251,1493,9.1,2,,,,129.5495681,-358.645,43.775,-88.01375,9.504375,-100.69,-5.88
552,rootcause3,704,290.86,14.48,2,0,1499,0,0,0.15,10.19,375737,250,1500,9.12,2,11.63,-82.13,-85,94.14107922,-410.47,48.395,-85.958125,10.065,-95.25,0.19
553,rootcause3,704,231.84,11.34,2,0,1599,0,0,0.14,10.76,401899,251,1599,8.92,2,14.25,-78.75,-84.38,181.2976937,-308.3,-22.695,-94.2925,-6.786875,-107.31,-18
554,rootcause3,704,157.6,8.95,2,0,1531,0,0,0.52,11.57,384143,251,1531,9.42,2,11.25,-78.25,-78.5,181.2976937,-307.465,-19.71,-94.048125,-5.87625,-108.19,-17.94
555,rootcause3,704,180.71,8.16,2,0,1592,0,0,0.07,6.35,400114,251,1592,8.27,2,11.88,-77.5,-87.75,214.2716558,-284.05,-22.27,-95.2775,-7.47375,-109.25,-17.94
556,rootcause3,704,142.56,15.58,1.52,751,573,80,0,1.28,21.87,345461,246,1404,8.08,1,,,,103.8834187,-413.245,21.205,-92.248125,4.2275,-103.25,-4.44
557,rootcause3,704,227.34,12.25,2,6,1557,0,0,0,11.76,391810,251,1564,8.08,2,12.38,-83.13,-85.75,94.14107922,-446.3,20.88,-93.516875,3.674375,-104.06,-5.88
558,rootcause3,704,246.15,11.75,2,0,1586,0,0,0,9.03,398340,251,1586,8.18,2,13,-84.63,-85.5,99.78478805,-425.355,14.49,-93.806875,2.644375,-104.38,-7.5
559,rootcause3,704,242.48,11.78,2,0,1546,0,0,0,9.12,389944,252,1545,8.34,2,13,-84.63,-85,99.78478805,-425.41,15.845,-93.860625,2.839375,-112,-13.25
560,rootcause3,704,244.4,12.24,2,0,1559,0,0,0,10.07,393370,252,1559,8.9,2,13.5,-80.5,-83.13,94.14107922,-431.43,30.795,-90.36875,6.355,-100.25,-1.13
561,rootcause3,704,279.97,12.96,2,0,1592,0,0,0.07,8.79,399415,251,1592,8.54,2,17.75,-77.88,-85.88,145.7484851,-347.845,28.81,-87.62625,4.950625,-103.13,-18.38
