sample_index,root-cause(s),Root1,Root2,Root3
2484,rootcause3,0,0,1
2485,rootcause3,0,0,1
2486,rootcause3,0,0,1
2487,rootcause3,0,0,1
2488,rootcause2&rootcause3,0,1,1
2489,rootcause3,0,0,1
2490,rootcause3,0,0,1
2491,rootcause3,0,0,1
2492,rootcause3,0,0,1
2493,rootcause3,0,0,1
2494,rootcause3,0,0,1
2495,rootcause3,0,0,1
2496,rootcause3,0,0,1
2497,rootcause3,0,0,1
2498,rootcause3,0,0,1
2499,rootcause3,0,0,1
2500,rootcause3,0,0,1
2501,rootcause3,0,0,1
2502,rootcause3,0,0,1
2503,rootcause3,0,0,1
2504,rootcause3,0,0,1
2505,rootcause3,0,0,1
2506,rootcause3,0,0,1
2507,rootcause3,0,0,1
2508,rootcause3,0,0,1
2509,rootcause3,0,0,1
2510,rootcause3,0,0,1
2511,rootcause1,1,0,0
2512,rootcause3,0,0,1
2513,rootcause3,0,0,1
2514,rootcause3,0,0,1
2515,rootcause3,0,0,1
2516,rootcause3,0,0,1
2517,rootcause1,1,0,0
2518,rootcause3,0,0,1
2519,rootcause3,0,0,1
2520,rootcause3,0,0,1
2521,rootcause3,0,0,1
2522,rootcause3,0,0,1
2523,rootcause3,0,0,1
2524,rootcause3,0,0,1
2525,rootcause1,1,0,0
2526,rootcause1,1,0,0
2527,rootcause1,1,0,0
2528,rootcause3,0,0,1
2529,rootcause3,0,0,1
2530,rootcause3,0,0,1
2531,rootcause3,0,0,1
2532,rootcause3,0,0,1
2533,rootcause3,0,0,1
2534,rootcause3,0,0,1
2535,rootcause3,0,0,1
2536,rootcause3,0,0,1
2537,rootcause3,0,0,1
2538,rootcause3,0,0,1
2539,rootcause3,0,0,1
2540,rootcause3,0,0,1
2541,rootcause3,0,0,1
2542,rootcause3,0,0,1
2543,rootcause3,0,0,1
2544,rootcause3,0,0,1
2545,rootcause3,0,0,1
2546,rootcause3,0,0,1
2547,rootcause3,0,0,1
2548,rootcause3,0,0,1
2549,rootcause1,1,0,0
2550,rootcause3,0,0,1
2551,rootcause3,0,0,1
2552,rootcause3,0,0,1
2553,rootcause3,0,0,1
2554,rootcause3,0,0,1
2555,rootcause3,0,0,1
2556,rootcause3,0,0,1
2557,rootcause3,0,0,1
2558,rootcause1,1,0,0
2559,rootcause1,1,0,0
2560,rootcause3,0,0,1
2561,rootcause3,0,0,1
2562,rootcause3,0,0,1
2563,rootcause3,0,0,1
2564,rootcause3,0,0,1
2565,rootcause1,1,0,0
2566,rootcause3,0,0,1
2567,rootcause3,0,0,1
2568,rootcause3,0,0,1
2569,rootcause3,0,0,1
2570,rootcause3,0,0,1
2571,rootcause3,0,0,1
2572,rootcause3,0,0,1
2573,rootcause3,0,0,1
2574,rootcause3,0,0,1
2575,rootcause3,0,0,1
2576,rootcause3,0,0,1
2577,rootcause3,0,0,1
2578,rootcause3,0,0,1
2579,rootcause3,0,0,1
2580,rootcause3,0,0,1
2581,rootcause3,0,0,1
2582,rootcause3,0,0,1
2583,rootcause3,0,0,1
2584,rootcause3,0,0,1
2585,rootcause3,0,0,1
2586,rootcause1,1,0,0
2587,rootcause1,1,0,0
2588,rootcause3,0,0,1
2589,rootcause3,0,0,1
2590,rootcause3,0,0,1
2591,rootcause3,0,0,1
2592,rootcause3,0,0,1
2593,rootcause3,0,0,1
2594,rootcause3,0,0,1
2595,rootcause3,0,0,1
2596,rootcause3,0,0,1
2597,rootcause3,0,0,1
2598,rootcause3,0,0,1
2599,rootcause3,0,0,1
2600,rootcause3,0,0,1
2601,rootcause3,0,0,1
2602,rootcause3,0,0,1
2603,rootcause1,1,0,0
2604,rootcause3,0,0,1
2605,rootcause1,1,0,0
2606,rootcause1,1,0,0
2607,rootcause3,0,0,1
2608,rootcause3,0,0,1
2609,rootcause3,0,0,1
2610,rootcause3,0,0,1
2611,rootcause3,0,0,1
2612,rootcause3,0,0,1
2613,rootcause1,1,0,0
2614,rootcause1,1,0,0
2615,rootcause3,0,0,1
2616,rootcause3,0,0,1
2617,rootcause3,0,0,1
2618,rootcause3,0,0,1
2619,rootcause3,0,0,1
2620,rootcause1,1,0,0
2621,rootcause3,0,0,1
2622,rootcause3,0,0,1
2623,rootcause3,0,0,1
2624,rootcause3,0,0,1
2625,rootcause3,0,0,1
2626,rootcause3,0,0,1
2627,rootcause3,0,0,1
2628,rootcause3,0,0,1
2629,rootcause3,0,0,1
2630,rootcause3,0,0,1
2631,rootcause3,0,0,1
2632,rootcause3,0,0,1
2633,rootcause3,0,0,1
2634,rootcause3,0,0,1
2635,rootcause3,0,0,1
2636,rootcause3,0,0,1
2637,rootcause3,0,0,1
2638,rootcause3,0,0,1
2639,rootcause3,0,0,1
2640,rootcause3,0,0,1
2641,rootcause3,0,0,1
2642,rootcause3,0,0,1
2643,rootcause3,0,0,1
2644,rootcause3,0,0,1
2645,rootcause3,0,0,1
2646,rootcause3,0,0,1
2647,rootcause3,0,0,1
2648,rootcause3,0,0,1
2649,rootcause3,0,0,1
2650,rootcause3,0,0,1
2651,rootcause3,0,0,1
2652,rootcause3,0,0,1
2653,rootcause3,0,0,1
2654,rootcause3,0,0,1
2655,rootcause3,0,0,1
2656,rootcause3,0,0,1
2657,rootcause3,0,0,1
2658,rootcause3,0,0,1
2659,rootcause3,0,0,1
2660,rootcause3,0,0,1
2661,rootcause3,0,0,1
2662,rootcause1,1,0,0
2663,rootcause3,0,0,1
2664,rootcause3,0,0,1
2665,rootcause3,0,0,1
2666,rootcause3,0,0,1
2667,rootcause3,0,0,1
2668,rootcause3,0,0,1
2669,rootcause3,0,0,1
2670,rootcause3,0,0,1
2671,rootcause3,0,0,1
2672,rootcause3,0,0,1
2673,rootcause3,0,0,1
2674,rootcause3,0,0,1
2675,rootcause3,0,0,1
2676,rootcause3,0,0,1
2677,rootcause3,0,0,1
2678,rootcause3,0,0,1
2679,rootcause3,0,0,1
2680,rootcause3,0,0,1
2681,rootcause3,0,0,1
2682,rootcause3,0,0,1
2683,rootcause3,0,0,1
2684,rootcause3,0,0,1
2685,rootcause3,0,0,1
2686,rootcause3,0,0,1
2687,rootcause3,0,0,1
2688,rootcause3,0,0,1
2689,rootcause3,0,0,1
2690,rootcause3,0,0,1
2691,rootcause3,0,0,1
2692,rootcause3,0,0,1
2693,rootcause3,0,0,1
2694,rootcause3,0,0,1
2695,rootcause3,0,0,1
2696,rootcause3,0,0,1
2697,rootcause3,0,0,1
2698,rootcause3,0,0,1
2699,rootcause3,0,0,1
2700,rootcause3,0,0,1
2701,rootcause3,0,0,1
2702,rootcause3,0,0,1
2703,rootcause3,0,0,1
2704,rootcause3,0,0,1
2705,rootcause3,0,0,1
2706,rootcause3,0,0,1
2707,rootcause3,0,0,1
2708,rootcause3,0,0,1
2709,rootcause3,0,0,1
2710,rootcause3,0,0,1
2711,rootcause3,0,0,1
2712,rootcause3,0,0,1
2713,rootcause3,0,0,1
2714,rootcause3,0,0,1
2715,rootcause3,0,0,1
2716,rootcause3,0,0,1
2717,rootcause3,0,0,1
2718,rootcause3,0,0,1
2719,rootcause3,0,0,1
2720,rootcause3,0,0,1
2721,rootcause3,0,0,1
2722,rootcause3,0,0,1
2723,rootcause3,0,0,1
2724,rootcause3,0,0,1
2725,rootcause1,1,0,0
2726,rootcause3,0,0,1
2727,rootcause3,0,0,1
2728,rootcause3,0,0,1
2729,rootcause3,0,0,1
2730,rootcause3,0,0,1
2731,rootcause3,0,0,1
2732,rootcause3,0,0,1
2733,rootcause3,0,0,1
2734,rootcause3,0,0,1
2735,rootcause3,0,0,1
2736,rootcause3,0,0,1
2737,rootcause3,0,0,1
2738,rootcause3,0,0,1
2739,rootcause3,0,0,1
2740,rootcause3,0,0,1
2741,rootcause3,0,0,1
2742,rootcause3,0,0,1
2743,rootcause3,0,0,1
2744,rootcause3,0,0,1
2745,rootcause3,0,0,1
2746,rootcause3,0,0,1
2747,rootcause3,0,0,1
2748,rootcause3,0,0,1
2749,rootcause3,0,0,1
2750,rootcause3,0,0,1
2751,rootcause3,0,0,1
2752,rootcause2&rootcause3,0,1,1
2753,rootcause3,0,0,1
2754,rootcause3,0,0,1
2755,rootcause3,0,0,1
2756,rootcause3,0,0,1
2757,rootcause3,0,0,1
2758,rootcause3,0,0,1
2759,rootcause3,0,0,1
2760,rootcause3,0,0,1
2761,rootcause3,0,0,1
2762,rootcause3,0,0,1
2763,rootcause3,0,0,1
2764,rootcause3,0,0,1
2765,rootcause3,0,0,1
2766,rootcause3,0,0,1
2767,rootcause3,0,0,1
2768,rootcause3,0,0,1
2769,rootcause3,0,0,1
2770,rootcause3,0,0,1
2771,rootcause3,0,0,1
2772,rootcause3,0,0,1
2773,rootcause3,0,0,1
2774,rootcause3,0,0,1
2775,rootcause3,0,0,1
2776,rootcause3,0,0,1
2777,rootcause3,0,0,1
2778,rootcause3,0,0,1
2779,rootcause3,0,0,1
2780,rootcause3,0,0,1
2781,rootcause3,0,0,1
2782,rootcause3,0,0,1
2783,rootcause3,0,0,1
2784,rootcause3,0,0,1
2785,rootcause3,0,0,1
2786,rootcause3,0,0,1
2787,rootcause3,0,0,1
2788,rootcause3,0,0,1
2789,rootcause3,0,0,1
2790,rootcause3,0,0,1
2791,rootcause3,0,0,1
2792,rootcause3,0,0,1
2793,rootcause3,0,0,1
2794,rootcause3,0,0,1
2795,rootcause3,0,0,1
2796,rootcause3,0,0,1
2797,rootcause3,0,0,1
2798,rootcause3,0,0,1
2799,rootcause3,0,0,1
2800,rootcause3,0,0,1
2801,rootcause3,0,0,1
2802,rootcause3,0,0,1
2803,rootcause3,0,0,1
2804,rootcause3,0,0,1
2805,rootcause3,0,0,1
2806,rootcause3,0,0,1
2807,rootcause3,0,0,1
2808,rootcause3,0,0,1
2809,rootcause3,0,0,1
2810,rootcause3,0,0,1
2811,rootcause3,0,0,1
2812,rootcause3,0,0,1
2813,rootcause3,0,0,1
2814,rootcause3,0,0,1
2815,rootcause3,0,0,1
2816,rootcause3,0,0,1
2817,rootcause3,0,0,1
2818,rootcause3,0,0,1
2819,rootcause3,0,0,1
2820,rootcause3,0,0,1
2821,rootcause3,0,0,1
2822,rootcause3,0,0,1
2823,rootcause3,0,0,1
2824,rootcause3,0,0,1
2825,rootcause3,0,0,1
2826,rootcause3,0,0,1
2827,rootcause3,0,0,1
2828,rootcause3,0,0,1
2829,rootcause3,0,0,1
2830,rootcause3,0,0,1
2831,rootcause3,0,0,1
2832,rootcause3,0,0,1
2833,rootcause3,0,0,1
2834,rootcause3,0,0,1
2835,rootcause3,0,0,1
2836,rootcause3,0,0,1
2837,rootcause3,0,0,1
2838,rootcause3,0,0,1
2839,rootcause3,0,0,1
2840,rootcause3,0,0,1
2841,rootcause3,0,0,1
2842,rootcause3,0,0,1
2843,rootcause3,0,0,1
2844,rootcause3,0,0,1
2845,rootcause3,0,0,1
2846,rootcause3,0,0,1
2847,rootcause3,0,0,1
2848,rootcause3,0,0,1
2849,rootcause3,0,0,1
2850,rootcause3,0,0,1
2851,rootcause3,0,0,1
2852,rootcause2&rootcause3,0,1,1
2853,rootcause3,0,0,1
2854,rootcause3,0,0,1
2855,rootcause3,0,0,1
2856,rootcause3,0,0,1
2857,rootcause3,0,0,1
2858,rootcause3,0,0,1
2859,rootcause3,0,0,1
2860,rootcause3,0,0,1
2861,rootcause3,0,0,1
2862,rootcause3,0,0,1
2863,rootcause3,0,0,1
2864,rootcause3,0,0,1
2865,rootcause3,0,0,1
2866,rootcause3,0,0,1
2867,rootcause3,0,0,1
2868,rootcause3,0,0,1
2869,rootcause3,0,0,1
2870,rootcause3,0,0,1
2871,rootcause3,0,0,1
2872,rootcause3,0,0,1
2873,rootcause3,0,0,1
2874,rootcause3,0,0,1
2875,rootcause3,0,0,1
2876,rootcause3,0,0,1
2877,rootcause3,0,0,1
2878,rootcause3,0,0,1
2879,rootcause3,0,0,1
2880,rootcause3,0,0,1
2881,rootcause3,0,0,1
2882,rootcause3,0,0,1
2883,rootcause3,0,0,1
2884,rootcause3,0,0,1
2885,rootcause3,0,0,1
2886,rootcause3,0,0,1
2887,rootcause3,0,0,1
2888,rootcause3,0,0,1
2889,rootcause3,0,0,1
2890,rootcause3,0,0,1
2891,rootcause3,0,0,1
2892,rootcause3,0,0,1
2893,rootcause3,0,0,1
2894,rootcause3,0,0,1
2895,rootcause3,0,0,1
2896,rootcause3,0,0,1
2897,rootcause3,0,0,1
2898,rootcause3,0,0,1
2899,rootcause3,0,0,1
2900,rootcause3,0,0,1
2901,rootcause3,0,0,1
2902,rootcause3,0,0,1
2903,rootcause3,0,0,1
2904,rootcause3,0,0,1
2905,rootcause3,0,0,1
2906,rootcause3,0,0,1
2907,rootcause3,0,0,1
2908,rootcause3,0,0,1
2909,rootcause3,0,0,1
2910,rootcause3,0,0,1
2911,rootcause3,0,0,1
2912,rootcause3,0,0,1
2913,rootcause3,0,0,1
2914,rootcause3,0,0,1
2915,rootcause3,0,0,1
2916,rootcause3,0,0,1
2917,rootcause1,1,0,0
2918,rootcause3,0,0,1
2919,rootcause3,0,0,1
2920,rootcause3,0,0,1
2921,rootcause3,0,0,1
2922,rootcause3,0,0,1
2923,rootcause3,0,0,1
2924,rootcause3,0,0,1
2925,rootcause3,0,0,1
2926,rootcause3,0,0,1
2927,rootcause3,0,0,1
2928,rootcause3,0,0,1
2929,rootcause3,0,0,1
2930,rootcause3,0,0,1
2931,rootcause3,0,0,1
2932,rootcause3,0,0,1
2933,rootcause3,0,0,1
2934,rootcause3,0,0,1
2935,rootcause3,0,0,1
2936,rootcause3,0,0,1
2937,rootcause3,0,0,1
2938,rootcause3,0,0,1
2939,rootcause3,0,0,1
2940,rootcause3,0,0,1
2941,rootcause3,0,0,1
2942,rootcause3,0,0,1
2943,rootcause3,0,0,1
2944,rootcause3,0,0,1
2945,rootcause3,0,0,1
2946,rootcause1,1,0,0
2947,rootcause3,0,0,1
2948,rootcause3,0,0,1
2949,rootcause3,0,0,1
2950,rootcause3,0,0,1
2951,rootcause3,0,0,1
2952,rootcause3,0,0,1
2953,rootcause3,0,0,1
2954,rootcause3,0,0,1
2955,rootcause3,0,0,1
2956,rootcause3,0,0,1
2957,rootcause3,0,0,1
2958,rootcause3,0,0,1
2959,rootcause3,0,0,1
2960,rootcause3,0,0,1
2961,rootcause3,0,0,1
2962,rootcause3,0,0,1
2963,rootcause3,0,0,1
2964,rootcause3,0,0,1
2965,rootcause3,0,0,1
2966,rootcause3,0,0,1
2967,rootcause3,0,0,1
2968,rootcause3,0,0,1
2969,rootcause3,0,0,1
2970,rootcause3,0,0,1
2971,rootcause3,0,0,1
2972,rootcause3,0,0,1
2973,rootcause3,0,0,1
2974,rootcause3,0,0,1
2975,rootcause3,0,0,1
2976,rootcause3,0,0,1
2977,rootcause3,0,0,1
2978,rootcause3,0,0,1
2979,rootcause3,0,0,1
2980,rootcause3,0,0,1
2981,rootcause3,0,0,1
2982,rootcause3,0,0,1
2983,rootcause3,0,0,1
